id,name,price,brand,category,Mouvement,Diamètre,Matériau,category_type,price_numeric,price_clean,type_produit
WBN2012.FC6502,"TAG HEUER CARRERA
DAY-DATE",CHF 3'250.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres homme,3250.0,3250.00,Montre classique
WBP5152.FT6210,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 18'000.00,TAG Heuer,FAM_WATCH,Automatique,40 mm,Titane et or,Montres homme,18000.0,18000.00,Montre classique
CBU5050.FT6273,"TAG HEUER CARRERA
CHRONOGRAPH TOURBILLON EXTREME SPORT",CHF 32'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Or et titane,Montres homme,32000.0,32000.00,Montre classique
CBW2181.FC8322,"TAG HEUER MONACO
SPLIT-SECONDS CHRONOGRAPH",Prix sur demande,TAG Heuer,FAM_WATCH,Automatique,N/A,Titane,Montres homme,,,Montre classique
WBP5150.FT6199,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 18'000.00,TAG Heuer,FAM_WATCH,Automatique,40 mm,Titane et or,Montres homme,18000.0,18000.00,Montre classique
WA121J.BT0012,"TAG HEUER FORMULA 1
| KITH",CHF 1'500.00,TAG Heuer,FAM_WATCH,Quartz,35 mm,Acier,Montres homme,1500.0,1500.00,Montre classique
WA121L.BT0014,"TAG HEUER FORMULA 1
| KITH",CHF 1'500.00,TAG Heuer,FAM_WATCH,Quartz,35 mm,Acier,Montres homme,1500.0,1500.00,Montre classique
CBW2182.FC8339,"TAG HEUER MONACO
SPLIT-SECONDS CHRONOGRAPH",Prix sur demande,TAG Heuer,FAM_WATCH,Automatique,41 mm,Titane,Montres homme,,,Montre classique
WA121F.BA0023,"TAG HEUER FORMULA 1
| KITH",CHF 1'500.00,TAG Heuer,FAM_WATCH,Quartz,35 mm,Acier,Montres homme,1500.0,1500.00,Montre classique
WBN2316.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'200.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3200.0,3200.00,Montre classique
WBN2313.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3100.0,3100.00,Montre classique
WBN2312.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3100.0,3100.00,Montre classique
WBN2311.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3100.0,3100.00,Montre classique
WBN2310.BA0001,"TAG HEUER CARRERA
DATE",CHF 3'100.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3100.0,3100.00,Montre classique
WBN231C.BA0001,"TAG HEUER CARRERA
DATE",CHF 4'700.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,4700.0,4700.00,Montre classique
WBN2315.FC8331,"TAG HEUER CARRERA
DATE",CHF 4'750.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,4750.0,4750.00,Montre classique
WBN2350.BD0000,"TAG HEUER CARRERA
DATE",CHF 4'850.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier et or,Montres femme,4850.0,4850.00,Montre classique
WBN2351.BD0000,"TAG HEUER CARRERA
DATE",CHF 6'750.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier et or,Montres femme,6750.0,6750.00,Montre classique
WBN231A.BA0001,"TAG HEUER CARRERA
DATE",CHF 4'400.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,4400.0,4400.00,Montre classique
WBN231B.BA0001,"TAG HEUER CARRERA
DATE",CHF 4'650.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,4650.0,4650.00,Montre classique
WBP1311.BA0005,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'100.00,TAG Heuer,FAM_WATCH,Solaire,34 mm,Acier,Montres femme,2100.0,2100.00,Montre classique
WBP1312.BA0005,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'300.00,TAG Heuer,FAM_WATCH,Solaire,34 mm,Acier,Montres femme,2300.0,2300.00,Montre classique
WBP1313.BA0005,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'900.00,TAG Heuer,FAM_WATCH,Solaire,34 mm,Acier,Montres femme,2900.0,2900.00,Montre classique
WBP1314.BA0005,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 4'900.00,TAG Heuer,FAM_WATCH,Solaire,34 mm,Acier,Montres femme,4900.0,4900.00,Montre classique
WBP1315.BA0005,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'100.00,TAG Heuer,FAM_WATCH,Solaire,34 mm,Acier,Montres femme,2100.0,2100.00,Montre classique
WBP1451.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 4'850.00,TAG Heuer,FAM_WATCH,Quartz,30 mm,Acier,Montres femme,4850.0,4850.00,Montre classique
WBP1450.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 2'850.00,TAG Heuer,FAM_WATCH,Quartz,30 mm,Acier,Montres femme,2850.0,2850.00,Montre classique
WBP1418.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 2'100.00,TAG Heuer,FAM_WATCH,Quartz,30 mm,Acier,Montres femme,2100.0,2100.00,Montre classique
WBP231J.BA0618,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3700.0,3700.00,Montre classique
WBP231K.BA0618,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3700.0,3700.00,Montre classique
WBP231C.BA0626,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'200.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3200.0,3200.00,Montre classique
WBP231D.BA0626,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'200.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3200.0,3200.00,Montre classique
WBP231B.BA0618,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3700.0,3700.00,Montre classique
WBP231G.FT6226,"TAG HEUER AQUARACER
PROFESSIONAL 300 DATE",CHF 3'500.00,TAG Heuer,FAM_WATCH,Automatique,36 mm,Acier,Montres femme,3500.0,3500.00,Montre classique
WBP2450.FT6215,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 4'600.00,TAG Heuer,FAM_WATCH,Automatique,30 mm,Acier et or,Montres femme,4600.0,4600.00,Montre classique
WBP2451.FT6200,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 4'600.00,TAG Heuer,FAM_WATCH,Automatique,30 mm,Acier et or,Montres femme,4600.0,4600.00,Montre classique
WBP2414.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 3'300.00,TAG Heuer,FAM_WATCH,Automatique,30 mm,Acier,Montres femme,3300.0,3300.00,Montre classique
WBP1416.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 2'600.00,TAG Heuer,FAM_WATCH,Quartz,30 mm,Acier,Montres femme,2600.0,2600.00,Montre classique
WBP1415.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,30 mm,Acier,Montres femme,1900.0,1900.00,Montre classique
WBP1112.FT6199,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 3'000.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Acier,Montres femme,3000.0,3000.00,Montre classique
WBD1322.BB0320,"TAG HEUER AQUARACER
DATE",CHF 3'800.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,3800.0,3800.00,Montre classique
WBP1417.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 4'600.00,TAG Heuer,FAM_WATCH,Quartz,30 mm,Acier,Montres femme,4600.0,4600.00,Montre classique
WBC1312.BA0600,"TAG HEUER LINK
DATE",CHF 2'750.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,2750.0,2750.00,Montre classique
WBC131E.BA0649,"TAG HEUER LINK
DATE",CHF 3'050.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,3050.0,3050.00,Montre classique
WBC1311.BA0600,"TAG HEUER LINK
DATE",CHF 2'000.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,2000.0,2000.00,Montre classique
WBP2415.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 3'300.00,TAG Heuer,FAM_WATCH,Automatique,30 mm,Acier,Montres femme,3300.0,3300.00,Montre classique
WBC131G.BA0649,"TAG HEUER LINK
DATE",CHF 5'350.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,5350.0,5350.00,Montre classique
WBC131F.BA0649,"TAG HEUER LINK
DATE",CHF 3'050.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,3050.0,3050.00,Montre classique
WBP1180.BF0000,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 3'000.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Titane,Montres femme,3000.0,3000.00,Montre classique
WBC1316.BA0600,"TAG HEUER LINK
DATE",CHF 5'100.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,5100.0,5100.00,Montre classique
WBC1313.BA0600,"TAG HEUER LINK
DATE",CHF 2'750.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,2750.0,2750.00,Montre classique
WBN2411.BA0621,"TAG HEUER CARRERA
DATE",CHF 2'650.00,TAG Heuer,FAM_WATCH,Automatique,29 mm,Acier,Montres femme,2650.0,2650.00,Montre classique
WBP1114.BA0000,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'300.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Acier,Montres femme,2300.0,2300.00,Montre classique
WBN2412.BA0621,"TAG HEUER CARRERA
DATE",CHF 3'650.00,TAG Heuer,FAM_WATCH,Automatique,29 mm,Acier,Montres femme,3650.0,3650.00,Montre classique
WBN2450.BD0569,"TAG HEUER CARRERA
DATE",CHF 5'850.00,TAG Heuer,FAM_WATCH,Automatique,29 mm,Acier et or,Montres femme,5850.0,5850.00,Montre classique
WBN2410.BA0621,"TAG HEUER CARRERA
DATE",CHF 2'650.00,TAG Heuer,FAM_WATCH,Automatique,29 mm,Acier,Montres femme,2650.0,2650.00,Montre classique
WBN2413.BA0621,"TAG HEUER CARRERA
DATE",CHF 3'650.00,TAG Heuer,FAM_WATCH,Automatique,29 mm,Acier,Montres femme,3650.0,3650.00,Montre classique
CBS2213.FN6002,"TAG HEUER CARRERA
CHRONOGRAPH SKIPPER",CHF 6'600.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres femme,6600.0,6600.00,Montre classique
CBS2211.FC6545,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'400.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres femme,6400.0,6400.00,Montre classique
WBD1423.BB0321,"TAG HEUER AQUARACER
DATE",CHF 5'250.00,TAG Heuer,FAM_WATCH,Quartz,27 mm,Acier,Montres femme,5250.0,5250.00,Montre classique
WBP1410.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,30 mm,Acier,Montres femme,1900.0,1900.00,Montre classique
WBP1411.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,30 mm,Acier,Montres femme,1900.0,1900.00,Montre classique
WBC1310.BA0600,"TAG HEUER LINK
DATE",CHF 2'000.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,2000.0,2000.00,Montre classique
WBD1422.BB0321,"TAG HEUER AQUARACER
DATE",CHF 3'350.00,TAG Heuer,FAM_WATCH,Quartz,27 mm,Acier,Montres femme,3350.0,3350.00,Montre classique
WBN2414.BA0621,"TAG HEUER CARRERA
DATE",CHF 5'650.00,TAG Heuer,FAM_WATCH,Automatique,29 mm,Acier,Montres femme,5650.0,5650.00,Montre classique
WBP2410.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 3'300.00,TAG Heuer,FAM_WATCH,Automatique,30 mm,Acier,Montres femme,3300.0,3300.00,Montre classique
WBD1420.BB0321,"TAG HEUER AQUARACER
DATE",CHF 2'600.00,TAG Heuer,FAM_WATCH,Quartz,27 mm,Acier,Montres femme,2600.0,2600.00,Montre classique
WBP2411.BA0622,"TAG HEUER AQUARACER
PROFESSIONAL 200 DATE",CHF 3'300.00,TAG Heuer,FAM_WATCH,Automatique,30 mm,Acier,Montres femme,3300.0,3300.00,Montre classique
WBP1113.BA0000,"TAG HEUER AQUARACER
PROFESSIONAL 200 SOLARGRAPH",CHF 2'300.00,TAG Heuer,FAM_WATCH,Solaire,40 mm,Acier,Montres femme,2300.0,2300.00,Montre classique
WBD1320.BB0320,"TAG HEUER AQUARACER
DATE",CHF 2'950.00,TAG Heuer,FAM_WATCH,Quartz,32 mm,Acier,Montres femme,2950.0,2950.00,Montre classique
CAW218E.FC6565,"TAG HEUER MONACO
CHRONOGRAPH RACING GREEN",CHF 9'100.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane,Montres editions speciales,9100.0,9100.00,Montre classique
SBR8A80.EB0365,"TAG HEUER CONNECTED
CALIBRE E4 X ORACLE RED BULL RACING EDITION",CHF 1'900.00,TAG Heuer,FAM_CONNECTED_WATCH,Connectée,45 mm,Titane,Montres editions speciales,1900.0,1900.00,Montre classique
CBS2014.FT6293,"TAG HEUER CARRERA
CHRONOGRAPH SEAFARER X HODINKEE",CHF 7'750.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres editions speciales,7750.0,7750.00,Montre classique
CBN201K.FC6569,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'150.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres editions speciales,6150.0,6150.00,Montre classique
CBS5013.EB0375,"TAG HEUER CARRERA
CHRONOGRAPH TOURBILLON",CHF 24'650.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres editions speciales,24650.0,24650.00,Montre classique
CBU2010.FT6267,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE 963",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier,Montres editions speciales,9000.0,9000.00,Montre classique
CAZ101AW.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH X INDY 500",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres editions speciales,2350.0,2350.00,Montre classique
SBR8A10.BT6265,"TAG HEUER CONNECTED
CALIBRE E4",CHF 1'400.00,TAG Heuer,FAM_CONNECTED_WATCH,Connectée,45 mm,Acier,Montres editions speciales,1400.0,1400.00,Montre classique
CAZ101AT.BA0842,"TAG HEUER FORMULA 1
GULF",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres editions speciales,2350.0,2350.00,Montre classique
CAZ101AL.FT8052,"TAG HEUER FORMULA 1
RED BULL RACING",CHF 2'150.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres editions speciales,2150.0,2150.00,Montre classique
CAZ101AL.BA0842,"TAG HEUER FORMULA 1
RED BULL RACING",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres editions speciales,2350.0,2350.00,Montre classique
CAZ1014.FT8028,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'850.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres editions speciales,1850.0,1850.00,Montre classique
CAZ201D.BA0633,"TAG HEUER FORMULA 1
CHRONOGRAPH X SENNA",CHF 4'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier,Montres editions speciales,4000.0,4000.00,Montre classique
CBL2115.FC6494,"TAG HEUER MONACO
CHRONOGRAPH X GULF",CHF 7'800.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres editions speciales,7800.0,7800.00,Montre classique
CBS2011.FC6529,"TAG HEUER CARRERA
CHRONOSPRINT X PORSCHE",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres editions speciales,9000.0,9000.00,Montre classique
CBS2040.FC8318,"TAG HEUER CARRERA
CHRONOSPRINT X PORSCHE",CHF 23'000.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Or 5N,Montres editions speciales,23000.0,23000.00,Montre classique
CBN2A1M.FC6526,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE ORANGE RACING",CHF 6'900.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres editions speciales,6900.0,6900.00,Montre classique
CBN2A1F.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE",CHF 6'700.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres editions speciales,6700.0,6700.00,Montre classique
CBN2A1F.FC6492,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE",CHF 6'500.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres editions speciales,6500.0,6500.00,Montre classique
CR5090.FN6001,"TAG HEUER MONZA
FLYBACK CHRONOMETER",CHF 13'900.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Carbone,Montres editions speciales,13900.0,13900.00,Montre classique
CBL2180.FC6497,"TAG HEUER MONACO
CHRONOGRAPH",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane,Montres editions speciales,9000.0,9000.00,Montre classique
WA121F.BA0023,"TAG HEUER FORMULA 1
| KITH",CHF 1'500.00,TAG Heuer,FAM_WATCH,Quartz,35 mm,Acier,Montres editions speciales,1500.0,1500.00,Montre classique
WA121J.BT0012,"TAG HEUER FORMULA 1
| KITH",CHF 1'500.00,TAG Heuer,FAM_WATCH,Quartz,35 mm,Acier,Montres editions speciales,1500.0,1500.00,Montre classique
WA121L.BT0014,"TAG HEUER FORMULA 1
| KITH",CHF 1'500.00,TAG Heuer,FAM_WATCH,Quartz,35 mm,Acier,Montres editions speciales,1500.0,1500.00,Montre classique
CAW218C.FC6548,"TAG HEUER MONACO
RACING BLUE",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Titane,Montres editions speciales,9000.0,9000.00,Montre classique
SBR8A85.EB0338,"TAG HEUER CONNECTED
CALIBRE E4 MALBON GOLF EDITION",CHF 1'900.00,TAG Heuer,FAM_CONNECTED_WATCH,Connectée,45 mm,Titane,Montres editions speciales,1900.0,1900.00,Montre classique
SBR8A82.EB0264,"TAG HEUER CONNECTED
CALIBRE E4 PORSCHE EDITION",CHF 1'900.00,TAG Heuer,FAM_CONNECTED_WATCH,Connectée,45 mm,Titane,Montres editions speciales,1900.0,1900.00,Montre classique
CBU2080.FT6272,"TAG HEUER CARRERA
CHRONOGRAPH EXTREME SPORT",CHF 8'200.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Titane DLC,Montres chronographe,8200.0,8200.00,Montre classique
CBU2081.FT6274,"TAG HEUER CARRERA
CHRONOGRAPH EXTREME SPORT",CHF 8'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Titane et céramique,Montres chronographe,8000.0,8000.00,Montre classique
CBU2082.FT6275,"TAG HEUER CARRERA
CHRONOGRAPH EXTREME SPORT",CHF 8'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Titane,Montres chronographe,8000.0,8000.00,Montre classique
CBU2050.FT6273,"TAG HEUER CARRERA
CHRONOGRAPH EXTREME SPORT",CHF 12'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Or et titane,Montres chronographe,12000.0,12000.00,Montre classique
CAZ101AW.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH X INDY 500",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,2350.0,2350.00,Montre classique
CBS2216.BA0041,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres chronographe,6500.0,6500.00,Montre classique
CBS2014.FT6293,"TAG HEUER CARRERA
CHRONOGRAPH SEAFARER X HODINKEE",CHF 7'750.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres chronographe,7750.0,7750.00,Montre classique
CAZ101AL.BA0842,"TAG HEUER FORMULA 1
RED BULL RACING",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,2350.0,2350.00,Montre classique
CAZ1010.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,1900.0,1900.00,Montre classique
CAZ1014.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'950.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,1950.0,1950.00,Montre classique
CAZ101AM.FT8054,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,1900.0,1900.00,Montre classique
CR5090.FN6001,"TAG HEUER MONZA
FLYBACK CHRONOMETER",CHF 13'900.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Carbone,Montres chronographe,13900.0,13900.00,Montre classique
CBK2112.BA0715,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 4'700.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres chronographe,4700.0,4700.00,Montre classique
CAZ101AM.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 2'050.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,2050.0,2050.00,Montre classique
CAZ101AT.BA0842,"TAG HEUER FORMULA 1
GULF",CHF 2'350.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,2350.0,2350.00,Montre classique
CBS2040.FC8318,"TAG HEUER CARRERA
CHRONOSPRINT X PORSCHE",CHF 23'000.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Or 5N,Montres chronographe,23000.0,23000.00,Montre classique
CAZ1014.FT8028,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'850.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,1850.0,1850.00,Montre classique
CBN2044.FC8313,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 21'000.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Or 3N,Montres chronographe,21000.0,21000.00,Montre classique
CBN2A1F.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE",CHF 6'700.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres chronographe,6700.0,6700.00,Montre classique
CBN2A1AA.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 5'150.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres chronographe,5150.0,5150.00,Montre classique
CBS2241.FN8023,"TAG HEUER CARRERA
CHRONOGRAPH SKIPPER",CHF 21'000.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Or 5N,Montres chronographe,21000.0,21000.00,Montre classique
CAZ201D.BA0633,"TAG HEUER FORMULA 1
CHRONOGRAPH X SENNA",CHF 4'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier,Montres chronographe,4000.0,4000.00,Montre classique
CBL2113.FC6177,"TAG HEUER MONACO
CHRONOGRAPH",CHF 7'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres chronographe,7500.0,7500.00,Montre classique
CBN2010.BA0642,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 5'950.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres chronographe,5950.0,5950.00,Montre classique
CBN201D.FC6543,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 5'750.00,TAG Heuer,FAM_WATCH,Automatique,42 mm,Acier,Montres chronographe,5750.0,5750.00,Montre classique
CBP1113.BA0627,"TAG HEUER AQUARACER
PROFESSIONAL 200 CHRONOGRAPH",CHF 2'600.00,TAG Heuer,FAM_WATCH,Quartz,40 mm,Acier,Montres chronographe,2600.0,2600.00,Montre classique
CBS2212.FC6535,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'300.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres chronographe,6300.0,6300.00,Montre classique
CAZ1011.BA0842,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 2'200.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier et céramique,Montres chronographe,2200.0,2200.00,Montre classique
CAZ101AP.FT8056,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,1900.0,1900.00,Montre classique
CAZ101AN.FT8055,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 1'900.00,TAG Heuer,FAM_WATCH,Quartz,43 mm,Acier,Montres chronographe,1900.0,1900.00,Montre classique
CAZ201G.BA0876,"TAG HEUER FORMULA 1
CHRONOGRAPH",CHF 3'700.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres chronographe,3700.0,3700.00,Montre classique
CBU2010.FT6267,"TAG HEUER CARRERA
CHRONOGRAPH X PORSCHE 963",CHF 9'000.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier,Montres chronographe,9000.0,9000.00,Montre classique
CBN2A1A.BA0643,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'450.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres chronographe,6450.0,6450.00,Montre classique
CBN2A1AA.FT6228,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 4'850.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres chronographe,4850.0,4850.00,Montre classique
CBN2A1N.FT6238,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'250.00,TAG Heuer,FAM_WATCH,Automatique,44 mm,Acier et céramique,Montres chronographe,6250.0,6250.00,Montre classique
CBK2110.BA0715,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 4'700.00,TAG Heuer,FAM_WATCH,Automatique,41 mm,Acier,Montres chronographe,4700.0,4700.00,Montre classique
CBL2113.BA0644,"TAG HEUER MONACO
CHRONOGRAPH",CHF 7'500.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres chronographe,7500.0,7500.00,Montre classique
CBS2210.FC6534,"TAG HEUER CARRERA
CHRONOGRAPH",CHF 6'300.00,TAG Heuer,FAM_WATCH,Automatique,39 mm,Acier,Montres chronographe,6300.0,6300.00,Montre classique
